"film_id","title","most_recent","rental_id","rental_rate","inventory_id","rental_duration","rental_period"
437,"House Dynamite","2005-05-29 04:15:21",714,"2.99",2010,7,3
442,"Hunting Musketeers","2005-05-29 04:22:41",715,"2.99",2030,6,7
17,"Alone Trip","2005-05-29 04:35:29",716,"0.99",85,3,3
303,"Fantasy Troopers","2005-05-29 04:37:44",717,"0.99",1383,6,1
378,"Greatest North","2005-05-29 04:52:23",718,"2.99",1736,5,4
59,"Bear Graceland","2005-05-29 05:16:05",719,"2.99",267,4,3
806,"Sleepy Japanese","2005-05-29 05:17:30",720,"2.99",3687,4,8
247,"Downhill Enough","2005-05-29 05:28:47",721,"0.99",1116,3,2
991,"Worst Banger","2005-05-29 05:30:31",722,"2.99",4540,4,8
747,"Roxanne Rebel","2005-05-29 05:34:44",723,"0.99",3407,5,1
825,"Speakeasy Date","2005-05-29 05:53:23",724,"2.99",3770,6,7
891,"Timberland Sky","2005-05-29 06:03:41",725,"0.99",4088,3,5
206,"Dancing Fever","2005-05-29 06:05:29",726,"0.99",933,6,7
356,"Giant Troopers","2005-05-29 06:08:15",727,"2.99",1629,5,1
55,"Barbarella Streetcar","2005-05-29 06:12:38",728,"2.99",242,6,5
368,"Gone Trouble","2005-05-29 06:35:13",729,"2.99",1688,7,6
761,"Santa Paris","2005-05-29 07:00:59",730,"2.99",3473,7,8
896,"Tootsie Pilot","2005-05-29 07:25:16",731,"0.99",4124,3,1
555,"Mallrats United","2005-05-29 07:32:51",732,"0.99",2530,4,1
647,"Outfield Massacre","2005-05-29 07:35:21",733,"0.99",2951,4,7
678,"Pickup Driving","2005-05-29 07:38:52",734,"2.99",3084,3,5
749,"Rules Human","2005-05-29 08:08:13",735,"4.99",3421,6,9
807,"Sleuth Orient","2005-05-29 08:10:07",736,"0.99",3689,4,7
167,"Coma Head","2005-05-29 08:11:31",737,"4.99",769,6,6
494,"Karate Moon","2005-05-29 08:20:08",738,"0.99",2284,4,8
263,"Durham Panky","2005-05-29 08:28:18",739,"4.99",1183,6,8
131,"Center Dinosaur","2005-05-29 08:30:36",740,"4.99",600,5,6
700,"Prix Undefeated","2005-05-29 08:35:49",741,"2.99",3189,4,6
61,"Beauty Grease","2005-05-29 08:36:30",742,"4.99",273,5,7
555,"Mallrats United","2005-05-29 08:39:02",743,"0.99",2528,4,8
814,"Snatch Slipper","2005-05-29 09:13:08",744,"4.99",3722,6,3
127,"Cat Coneheads","2005-05-29 09:22:57",745,"4.99",581,5,3
930,"Vacation Boondock","2005-05-29 09:25:10",746,"2.99",4272,4,4
434,"Horror Reign","2005-05-29 09:26:34",747,"0.99",1993,3,7
615,"Nash Chocolat","2005-05-29 09:27:00",748,"2.99",2803,6,5
253,"Drifter Commandments","2005-05-29 09:33:33",749,"4.99",1146,5,2
159,"Closer Bang","2005-05-29 09:41:40",750,"4.99",730,5,1
595,"Moon Bunch","2005-05-29 09:55:43",751,"0.99",2711,7,4
375,"Grail Frankenstein","2005-05-29 10:14:15",752,"2.99",1720,4,6
228,"Detective Vision","2005-05-29 10:16:42",753,"0.99",1021,4,7
160,"Club Graffiti","2005-05-29 10:18:59",754,"0.99",734,4,6
679,"Pilot Hoosiers","2005-05-29 10:26:29",755,"2.99",3090,6,3
692,"Potluck Mixed","2005-05-29 10:28:45",756,"2.99",3152,3,6
238,"Doctor Grail","2005-05-29 10:29:47",757,"2.99",1067,4,9
265,"Dying Maker","2005-05-29 10:31:56",758,"4.99",1191,5,3
515,"Legally Secretary","2005-05-29 10:57:57",759,"4.99",2367,7,9
715,"Range Moonwalker","2005-05-29 11:07:25",760,"4.99",3250,3,4
509,"Language Cowboy","2005-05-29 11:09:01",761,"0.99",2342,5,5
805,"Sleepless Monsoon","2005-05-29 11:15:51",762,"4.99",3683,5,8
439,"Hunchback Impossible","2005-05-29 11:32:15",763,"4.99",2022,4,2
239,"Dogma Family","2005-05-29 11:37:35",764,"4.99",1069,5,2
114,"Camelot Vacation","2005-05-29 11:38:34",765,"0.99",515,3,4
465,"Interview Liaisons","2005-05-29 11:47:02",766,"4.99",2154,4,8
150,"Cider Desire","2005-05-29 12:20:19",767,"2.99",687,7,4
636,"Oleander Clue","2005-05-29 12:30:46",768,"0.99",2895,5,9
333,"Freaky Pocus","2005-05-29 12:51:44",769,"2.99",1523,7,3
546,"Madre Gables","2005-05-29 12:56:50",770,"2.99",2491,7,9
78,"Blackout Private","2005-05-29 12:59:14",771,"2.99",353,7,3
730,"Ridgemont Submarine","2005-05-29 13:08:06",772,"0.99",3319,3,8
55,"Barbarella Streetcar","2005-05-29 13:18:05",773,"2.99",245,6,9
265,"Dying Maker","2005-05-29 13:19:43",774,"4.99",1188,5,3
266,"Dynamite Tarzan","2005-05-29 13:23:26",775,"0.99",1197,4,1
945,"Virginian Pluto","2005-05-29 13:35:35",776,"0.99",4339,5,5
100,"Brooklyn Desert","2005-05-29 14:07:58",777,"4.99",451,7,5
395,"Handicap Boondock","2005-05-29 14:09:53",778,"0.99",1816,4,7
117,"Candles Grapes","2005-05-29 14:17:17",779,"4.99",533,6,8
417,"Hills Neighbors","2005-05-29 14:18:32",780,"0.99",1919,5,8
18,"Alter Victory","2005-05-29 14:23:58",781,"0.99",88,6,1
488,"Joon Northwest","2005-05-29 14:38:57",782,"0.99",2255,3,4
668,"Peak Forever","2005-05-29 14:41:18",783,"4.99",3046,7,8
645,"Others Soup","2005-05-29 14:44:22",784,"2.99",2936,7,3
8,"Airport Pollock","2005-05-29 15:08:41",785,"4.99",39,6,1
578,"Million Ace","2005-05-29 15:17:28",786,"4.99",2637,4,9
855,"Streak Ridgemont","2005-05-29 16:03:03",787,"0.99",3919,7,9
166,"Color Philadelphia","2005-05-29 16:13:55",788,"2.99",763,6,2
154,"Clash Freddy","2005-05-29 16:17:07",789,"2.99",708,6,8
626,"Noon Papi","2005-05-29 16:19:29",790,"2.99",2858,5,4
341,"Frost Head","2005-05-29 16:30:42",791,"0.99",1554,5,3
623,"Newton Labyrinth","2005-05-29 16:32:10",792,"0.99",2841,4,2
84,"Boiled Dares","2005-05-29 16:44:08",793,"4.99",379,7,8
434,"Horror Reign","2005-05-29 16:44:11",794,"0.99",1995,3,7
132,"Chainsaw Uptown","2005-05-29 16:57:39",795,"0.99",609,6,3
592,"Monster Spartacus","2005-05-29 16:59:44",796,"2.99",2697,6,5
317,"Fireball Philadelphia","2005-05-29 17:12:17",797,"0.99",1446,4,5
245,"Double Wrath","2005-05-29 17:23:43",798,"0.99",1102,4,3
374,"Graffiti Love","2005-05-29 17:24:48",799,"0.99",1713,3,7
97,"Bride Intrigue","2005-05-29 17:28:12",800,"0.99",441,7,1
358,"Gilmore Boiled","2005-05-29 17:35:50",801,"0.99",1642,5,6
172,"Coneheads Smoochy","2005-05-29 17:38:59",802,"4.99",785,7,2
350,"Garden Island","2005-05-29 17:52:30",803,"4.99",1602,3,1
853,"Stranger Strangers","2005-05-29 18:10:24",804,"4.99",3909,3,8
688,"Polish Brooklyn","2005-05-29 18:18:18",805,"0.99",3132,6,9
521,"Lies Treatment","2005-05-29 18:31:30",806,"4.99",2386,7,2
474,"Jade Bunch","2005-05-29 18:50:50",807,"2.99",2195,6,5
418,"Hobbit Alien","2005-05-29 19:08:20",808,"0.99",1928,5,8
458,"Indian Love","2005-05-29 19:10:20",809,"0.99",2114,4,7
556,"Maltese Hope","2005-05-29 19:12:04",810,"4.99",2533,6,6
966,"Wedding Apollo","2005-05-29 19:30:42",811,"0.99",4419,3,4
244,"Dorado Notting","2005-05-29 20:00:30",812,"4.99",1099,5,1
994,"Wyoming Storm","2005-05-29 20:14:34",813,"4.99",4554,6,7
345,"Gables Metropolis","2005-05-29 20:16:12",814,"0.99",1572,3,9
822,"Soup Wisdom","2005-05-29 20:24:28",815,"0.99",3757,6,5
137,"Charade Duffel","2005-05-29 20:26:39",816,"2.99",630,3,8
42,"Artist Coldblooded","2005-05-29 20:39:14",817,"2.99",186,5,2
893,"Titans Jerk","2005-05-29 20:47:53",818,"4.99",4106,4,4
135,"Chance Resurrection","2005-05-29 21:00:32",819,"2.99",623,3,4
567,"Meet Chocolate","2005-05-29 21:07:22",820,"2.99",2584,3,9
741,"Roman Punk","2005-05-29 21:31:12",821,"0.99",3380,7,6
578,"Million Ace","2005-05-29 21:36:00",822,"4.99",2634,4,9
715,"Range Moonwalker","2005-05-29 21:39:37",823,"4.99",3249,3,1
771,"Scorpion Apollo","2005-05-29 21:45:32",824,"4.99",3518,3,2
155,"Cleopatra Devil","2005-05-29 21:49:41",825,"0.99",712,6,6
489,"Juggler Hardly","2005-05-29 21:56:15",826,"0.99",2263,4,10
12,"Alaska Phantom","2005-05-29 21:58:43",827,"0.99",62,6,8
540,"Lucky Flying","2005-05-29 22:14:55",828,"2.99",2468,7,1
367,"Goldmine Tycoon","2005-05-29 22:16:42",829,"0.99",1684,6,8
759,"Salute Apollo","2005-05-29 22:43:55",830,"2.99",3464,4,3
854,"Strangers Graffiti","2005-05-29 22:50:25",831,"4.99",3912,4,8
303,"Fantasy Troopers","2005-05-29 22:51:20",832,"0.99",1381,6,9
637,"Open African","2005-05-29 23:21:56",833,"4.99",2898,7,4
791,"Show Lord","2005-05-29 23:24:30",834,"4.99",3628,3,1
67,"Berets Agent","2005-05-29 23:37:00",835,"2.99",299,5,4
690,"Pond Seattle","2005-05-29 23:56:42",836,"2.99",3140,7,2
218,"Deceiver Betrayed","2005-05-30 00:02:08",837,"0.99",977,7,3
626,"Noon Papi","2005-05-30 00:27:57",838,"2.99",2859,5,7
411,"Heavenly Gun","2005-05-30 00:28:12",839,"4.99",1886,5,9
881,"Temple Attraction","2005-05-30 00:28:41",840,"4.99",4049,5,1
941,"Videotape Arsenic","2005-05-30 00:31:17",841,"4.99",4318,4,3
505,"Labyrinth League","2005-05-30 00:32:04",842,"2.99",2328,6,2
479,"Jedi Beneath","2005-05-30 00:44:24",843,"0.99",2214,7,1
117,"Candles Grapes","2005-05-30 00:58:20",844,"4.99",536,6,2
436,"Hours Rage","2005-05-30 01:17:25",845,"0.99",2001,4,8
208,"Dares Pluto","2005-05-30 01:17:45",846,"2.99",938,7,2
958,"Wardrobe Phantom","2005-05-30 01:18:15",847,"2.99",4387,6,7
300,"Falcon Volume","2005-05-30 01:19:53",848,"4.99",1363,5,6
529,"Lonely Elephant","2005-05-30 01:23:07",849,"2.99",2424,3,8
521,"Lies Treatment","2005-05-30 01:35:12",850,"4.99",2390,7,1
610,"Music Boondock","2005-05-30 01:35:15",851,"0.99",2780,7,7
354,"Ghost Groundhog","2005-05-30 01:36:57",852,"4.99",1622,6,2
807,"Sleuth Orient","2005-05-30 01:43:31",853,"0.99",3693,4,2
204,"Dalmations Sweden","2005-05-30 01:56:11",854,"0.99",921,4,2
555,"Mallrats United","2005-05-30 02:00:28",855,"0.99",2527,4,4
865,"Sunrise League","2005-05-30 02:01:21",856,"4.99",3969,3,8
563,"Massacre Usual","2005-05-30 02:01:23",857,"4.99",2569,6,3
279,"Elizabeth Shane","2005-05-30 02:10:32",858,"4.99",1258,7,2
665,"Patton Interview","2005-05-30 02:36:20",859,"2.99",3032,4,3
126,"Casualties Encino","2005-05-30 02:45:16",860,"4.99",578,3,9
812,"Smoking Barbarella","2005-05-30 02:48:32",861,"0.99",3711,7,7
264,"Dwarfs Alter","2005-05-30 03:09:11",862,"2.99",1186,6,4
871,"Sweden Shining","2005-05-30 03:14:59",863,"4.99",3999,6,6
609,"Muscle Bright","2005-05-30 03:27:17",864,"2.99",2777,7,7
698,"Princess Giant","2005-05-30 03:39:44",865,"2.99",3183,3,8
628,"Northwest Polish","2005-05-30 03:43:54",866,"2.99",2867,5,9
744,"Roots Remember","2005-05-30 03:54:43",867,"0.99",3389,4,2
788,"Ship Wonderland","2005-05-30 04:19:55",868,"2.99",3604,5,1
745,"Roses Treasure","2005-05-30 04:22:06",869,"4.99",3399,5,4
638,"Operation Operation","2005-05-30 04:25:47",870,"2.99",2903,7,7
999,"Zoolander Fiction","2005-05-30 05:01:30",871,"2.99",4573,5,5
852,"Strangelove Desire","2005-05-30 05:03:04",872,"0.99",3904,4,7
998,"Zhivago Core","2005-05-30 05:15:20",873,"0.99",4568,6,8
79,"Blade Polish","2005-05-30 05:36:21",874,"0.99",363,5,2
313,"Fidelity Devil","2005-05-30 05:38:24",875,"4.99",1428,5,7
322,"Flatliners Killer","2005-05-30 05:41:22",876,"2.99",1471,5,8
196,"Cruelty Unforgiven","2005-05-30 05:48:59",877,"0.99",886,7,3
928,"Uptown Young","2005-05-30 05:49:13",878,"2.99",4265,5,8
875,"Talented Homicide","2005-05-30 05:49:42",879,"0.99",4021,6,6
395,"Handicap Boondock","2005-05-30 06:12:33",880,"0.99",1819,4,3
131,"Center Dinosaur","2005-05-30 06:15:36",881,"4.99",602,5,3
841,"Star Operation","2005-05-30 06:16:06",882,"2.99",3841,5,3
491,"Jumping Wrath","2005-05-30 06:21:05",883,"0.99",2271,4,8
889,"Ties Hunger","2005-05-30 06:41:32",884,"4.99",4079,3,1
140,"Cheaper Clyde","2005-05-30 06:54:28",885,"0.99",646,6,4
949,"Volcano Texas","2005-05-30 06:54:51",886,"0.99",4356,6,2
598,"Mosquito Armageddon","2005-05-30 07:10:00",887,"0.99",2727,6,2
86,"Boogie Amelie","2005-05-30 07:13:14",888,"4.99",387,6,7
286,"Enough Raging","2005-05-30 07:14:53",889,"2.99",1299,7,1
320,"Flamingos Connecticut","2005-05-30 07:43:04",890,"4.99",1464,4,2
572,"Metropolis Coma","2005-05-30 07:43:12",891,"2.99",2611,4,9
103,"Bucket Brotherhood","2005-05-30 08:02:56",892,"4.99",471,7,6
717,"Rear Trading","2005-05-30 08:06:59",893,"0.99",3260,6,8
247,"Downhill Enough","2005-05-30 08:31:31",894,"0.99",1118,3,8
602,"Mourning Purple","2005-05-30 08:50:43",895,"0.99",2744,5,6
619,"Neighbors Charade","2005-05-30 09:03:52",896,"0.99",2817,3,6
294,"Expecations Natural","2005-05-30 09:10:01",897,"4.99",1334,5,9
766,"Savannah Town","2005-05-30 09:26:19",898,"0.99",3497,5,2
244,"Dorado Notting","2005-05-30 09:29:30",899,"4.99",1096,5,7
775,"Seattle Expecations","2005-05-30 09:38:41",900,"4.99",3543,4,8
166,"Color Philadelphia","2005-05-30 09:40:40",901,"2.99",760,6,3
331,"Forward Temple","2005-05-30 09:53:36",902,"2.99",1514,6,8
529,"Lonely Elephant","2005-05-30 10:11:29",903,"2.99",2423,3,4
539,"Luck Opus","2005-05-30 10:19:42",904,"2.99",2466,7,6
953,"Wait Cider","2005-05-30 10:25:00",905,"0.99",4372,3,7
406,"Haunting Pianist","2005-05-30 10:30:38",906,"0.99",1862,5,8
730,"Ridgemont Submarine","2005-05-30 10:37:27",907,"0.99",3320,3,3
968,"Werewolf Lola","2005-05-30 10:38:37",908,"4.99",4427,6,4
827,"Spice Sorority","2005-05-30 10:43:38",909,"4.99",3775,5,9
571,"Metal Armageddon","2005-05-30 10:46:16",910,"2.99",2601,6,5
307,"Fellowship Autumn","2005-05-30 10:50:22",911,"4.99",1404,6,8
703,"Punk Divorce","2005-05-30 10:58:33",912,"4.99",3200,6,1
706,"Queen Luke","2005-05-30 11:04:58",913,"4.99",3213,5,8
305,"Fatal Haunted","2005-05-30 11:06:00",914,"2.99",1393,6,5
406,"Haunting Pianist","2005-05-30 11:20:27",915,"0.99",1859,5,3
285,"English Bulworth","2005-05-30 11:25:01",916,"0.99",1290,3,1
792,"Shrek License","2005-05-30 11:27:06",917,"2.99",3629,7,3
178,"Connection Microcosmos","2005-05-30 11:32:24",918,"0.99",818,6,1
882,"Tenenbaums Command","2005-05-30 11:35:06",919,"0.99",4052,4,3
845,"Stepmom Dream","2005-05-30 11:44:01",920,"4.99",3860,7,3
397,"Hanky October","2005-05-30 11:53:09",921,"2.99",1827,5,4
533,"Lost Bird","2005-05-30 11:55:55",922,"2.99",2442,4,9
410,"Heaven Freedom","2005-05-30 11:58:50",923,"2.99",1884,7,6
723,"Reign Gentlemen","2005-05-30 12:10:59",924,"2.99",3279,3,5
704,"Pure Runner","2005-05-30 12:13:52",925,"2.99",3203,3,3
942,"Vietnam Smoochy","2005-05-30 12:15:54",926,"0.99",4327,7,2
255,"Driving Polish","2005-05-30 12:16:40",927,"4.99",1158,6,1
55,"Barbarella Streetcar","2005-05-30 12:27:14",928,"2.99",246,6,6
936,"Vanishing Rocky","2005-05-30 12:32:39",929,"2.99",4296,3,7
621,"Network Peak","2005-05-30 12:44:57",930,"2.99",2835,5,5
743,"Room Roman","2005-05-30 12:53:01",931,"0.99",3384,7,1
158,"Clones Pinocchio","2005-05-30 12:55:36",932,"2.99",719,6,1
804,"Sleeping Suspects","2005-05-30 13:08:45",933,"4.99",3672,7,2
786,"Shepherd Midsummer","2005-05-30 13:24:46",934,"0.99",3595,7,9
528,"Lolita World","2005-05-30 13:29:36",935,"2.99",2421,4,3
200,"Curtain Videotape","2005-05-30 13:52:49",936,"0.99",901,7,8
331,"Forward Temple","2005-05-30 14:47:31",938,"2.99",1521,6,5
234,"Disturbing Scarface","2005-05-30 14:47:31",937,"2.99",1054,6,6
290,"Everyone Craft","2005-05-30 14:49:34",939,"0.99",1314,4,2
283,"Ending Crowds","2005-05-30 15:01:02",940,"0.99",1278,6,2
792,"Shrek License","2005-05-30 15:02:25",941,"2.99",3630,7,2
931,"Valentine Vanishing","2005-05-30 15:05:47",942,"0.99",4279,7,9
817,"Soldiers Evolution","2005-05-30 15:20:19",943,"4.99",3737,7,7
31,"Apache Divine","2005-05-30 15:26:24",944,"4.99",151,5,8
315,"Finding Anaconda","2005-05-30 15:33:17",945,"0.99",1441,4,3
280,"Empire Malkovich","2005-05-30 15:35:08",946,"0.99",1264,7,9
979,"Witches Panic","2005-05-30 15:36:57",947,"4.99",4478,6,5
127,"Cat Coneheads","2005-05-30 15:44:27",948,"4.99",585,5,9
476,"Jason Trap","2005-05-30 15:50:39",949,"2.99",2202,5,4
109,"Butterfly Chocolat","2005-05-30 16:06:08",950,"0.99",491,3,2
305,"Fatal Haunted","2005-05-30 16:10:35",951,"2.99",1395,6,1
958,"Wardrobe Phantom","2005-05-30 16:28:07",952,"2.99",4389,6,3
474,"Jade Bunch","2005-05-30 16:34:02",953,"2.99",2194,6,1
273,"Effect Gladiator","2005-05-30 16:57:29",954,"0.99",1231,6,9
899,"Towers Hurricane","2005-05-30 16:59:03",955,"0.99",4140,7,1
140,"Cheaper Clyde","2005-05-30 17:30:28",956,"0.99",647,6,8
968,"Werewolf Lola","2005-05-30 17:53:29",957,"4.99",4428,6,4
119,"Caper Motions","2005-05-30 17:58:03",958,"0.99",548,6,2
683,"Pity Bound","2005-05-30 18:07:00",959,"4.99",3108,5,3
429,"Honey Ties","2005-05-30 18:13:23",960,"0.99",1966,3,5
725,"Requiem Tycoon","2005-05-30 18:16:44",961,"4.99",3293,6,5
989,"Working Microcosmos","2005-05-30 18:45:17",962,"4.99",4535,4,6
417,"Hills Neighbors","2005-05-30 18:52:53",963,"0.99",1921,5,8
142,"Chicken Hellfighters","2005-05-30 18:53:21",964,"0.99",657,3,5
738,"Rocketeer Mother","2005-05-30 19:00:14",965,"0.99",3363,3,1
285,"English Bulworth","2005-05-30 19:00:37",966,"0.99",1294,3,1
426,"Home Pity","2005-05-30 19:12:06",967,"4.99",1954,7,10
23,"Anaconda Confessions","2005-05-30 19:20:03",968,"0.99",119,3,1
98,"Bright Encounters","2005-05-30 19:23:48",969,"4.99",443,4,1
331,"Forward Temple","2005-05-30 19:50:28",970,"2.99",1520,6,10
639,"Opposite Necklace","2005-05-30 20:10:52",971,"4.99",2911,7,7
1,"Academy Dinosaur","2005-05-30 20:21:07",972,"0.99",2,6,7
416,"Highball Potter","2005-05-30 20:27:45",973,"0.99",1914,6,9
574,"Midnight Westward","2005-05-30 20:28:42",974,"0.99",2617,3,9
683,"Pity Bound","2005-05-30 21:07:15",975,"4.99",3109,5,4
496,"Kick Savannah","2005-05-30 21:11:19",976,"0.99",2290,3,7
442,"Hunting Musketeers","2005-05-30 21:22:26",977,"2.99",2029,6,5
90,"Boulevard Mob","2005-05-30 21:30:52",978,"0.99",407,3,8
855,"Streak Ridgemont","2005-05-30 21:37:11",979,"0.99",3917,7,9
906,"Tramp Others","2005-05-30 21:45:19",980,"0.99",4169,4,2
640,"Opus Ice","2005-05-30 21:52:42",981,"4.99",2913,5,2
778,"Secrets Paradise","2005-05-30 22:15:24",982,"4.99",3560,3,3
12,"Alaska Phantom","2005-05-30 22:15:51",983,"0.99",63,6,3
501,"Kissing Dolls","2005-05-30 22:17:17",984,"4.99",2305,3,2
345,"Gables Metropolis","2005-05-30 22:18:35",985,"0.99",1573,3,5
880,"Telemark Heartbreakers","2005-05-30 22:22:52",986,"2.99",4045,6,2
86,"Boogie Amelie","2005-05-30 22:59:12",987,"4.99",390,6,8
301,"Family Sweet","2005-05-30 23:08:03",988,"0.99",1364,4,8
958,"Wardrobe Phantom","2005-05-30 23:11:51",989,"2.99",4388,6,4
907,"Translation Summer","2005-05-30 23:25:14",990,"0.99",4171,4,7
627,"North Tequila","2005-05-30 23:29:22",991,"4.99",2863,4,8
782,"Shakespeare Saddle","2005-05-30 23:47:56",992,"2.99",3572,6,6
451,"Igby Maker","2005-05-30 23:54:19",993,"4.99",2080,7,5
614,"Name Detective","2005-05-30 23:55:36",994,"4.99",2798,5,5
4,"Affair Prejudice","2005-05-31 00:06:02",995,"2.99",17,5,6
450,"Idols Snatchers","2005-05-31 00:06:20",996,"2.99",2075,5,0
922,"Undefeated Dalmations","2005-05-31 00:08:25",997,"4.99",4243,7,2
745,"Roses Treasure","2005-05-31 00:16:57",998,"4.99",3395,5,1
969,"West Lion","2005-05-31 00:25:10",999,"4.99",4433,4,3
385,"Groundhog Uncut","2005-05-31 00:25:56",1000,"4.99",1774,6,8
328,"Forever Candidate","2005-05-31 00:46:31",1001,"2.99",1498,7,6
155,"Cleopatra Devil","2005-05-31 00:47:56",1002,"0.99",709,6,6
26,"Annie Identity","2005-05-31 00:48:20",1003,"0.99",133,3,2
348,"Gandhi Kwai","2005-05-31 00:48:36",1004,"0.99",1588,7,1
872,"Sweet Brotherhood","2005-05-31 00:53:25",1005,"2.99",4006,3,4
759,"Salute Apollo","2005-05-31 00:57:08",1006,"2.99",3461,4,2
698,"Princess Giant","2005-05-31 01:02:28",1007,"2.99",3185,3,7
203,"Daisy Menagerie","2005-05-31 01:18:56",1008,"4.99",914,5,1
554,"Malkovich Pet","2005-05-31 01:47:35",1009,"2.99",2523,6,3
879,"Telegraph Voyage","2005-05-31 01:57:32",1010,"4.99",4038,3,1
23,"Anaconda Confessions","2005-05-31 02:05:39",1011,"0.99",118,3,4
150,"Cider Desire","2005-05-31 02:18:05",1012,"2.99",688,7,3
987,"Words Hunter","2005-05-31 02:37:00",1013,"2.99",4522,3,2
167,"Coma Head","2005-05-31 02:39:16",1014,"4.99",766,6,1
810,"Slums Duck","2005-05-31 02:44:57",1015,"0.99",3702,5,7
750,"Run Pacific","2005-05-31 02:49:43",1016,"0.99",3423,3,4
274,"Egg Igby","2005-05-31 02:53:36",1017,"2.99",1242,4,3
418,"Hobbit Alien","2005-05-31 02:53:42",1018,"0.99",1930,5,3
866,"Sunset Racer","2005-05-31 03:05:07",1019,"0.99",3975,6,3
746,"Rouge Squad","2005-05-31 03:06:08",1020,"0.99",3402,3,2
597,"Moonwalker Fool","2005-05-31 03:16:15",1021,"4.99",2724,5,8
184,"Core Suit","2005-05-31 03:16:45",1022,"2.99",842,3,8
544,"Madison Trap","2005-05-31 03:26:50",1023,"2.99",2483,4,5
502,"Knock Warlock","2005-05-31 03:30:19",1024,"2.99",2310,4,9
353,"Gentlemen Stage","2005-05-31 03:41:37",1025,"2.99",1618,6,8
137,"Charade Duffel","2005-05-31 03:45:26",1026,"2.99",632,3,6
596,"Moonshine Cabin","2005-05-31 03:46:19",1027,"4.99",2718,4,9
979,"Witches Panic","2005-05-31 03:48:05",1028,"4.99",4479,6,1
451,"Igby Maker","2005-05-31 03:52:02",1029,"4.99",2082,7,6
861,"Suit Walls","2005-05-31 04:06:47",1030,"4.99",3948,3,2
204,"Dalmations Sweden","2005-05-31 04:23:01",1031,"0.99",917,4,6
645,"Others Soup","2005-05-31 04:28:43",1032,"2.99",2937,7,2
3,"Adaptation Holes","2005-05-31 04:50:07",1033,"2.99",14,7,2
895,"Tomorrow Hustler","2005-05-31 04:53:40",1034,"2.99",4117,3,9
211,"Darling Breaking","2005-05-31 05:01:09",1035,"4.99",949,7,2
467,"Intrigue Worst","2005-05-31 05:21:10",1036,"0.99",2164,6,4
176,"Congeniality Quest","2005-05-31 05:22:25",1037,"0.99",810,6,9
277,"Elephant Trojan","2005-05-31 05:23:47",1038,"4.99",1253,4,2
543,"Madigan Dorado","2005-05-31 05:32:29",1039,"4.99",2479,5,1
559,"Married Go","2005-05-31 05:35:16",1040,"2.99",2546,7,9
969,"West Lion","2005-05-31 05:46:23",1041,"4.99",4432,4,6
693,"Potter Connecticut","2005-05-31 05:53:00",1042,"2.99",3155,5,1
504,"Kwai Homeward","2005-05-31 06:11:40",1043,"0.99",2322,5,8
563,"Massacre Usual","2005-05-31 06:24:44",1044,"4.99",2574,6,3
760,"Samurai Lion","2005-05-31 06:29:01",1045,"2.99",3470,5,9
103,"Bucket Brotherhood","2005-05-31 06:42:30",1046,"4.99",468,7,3
301,"Family Sweet","2005-05-31 06:45:57",1047,"0.99",1366,4,4
617,"Natural Stock","2005-05-31 06:49:53",1048,"0.99",2811,4,2
854,"Strangers Graffiti","2005-05-31 06:57:04",1049,"4.99",3913,4,2
159,"Closer Bang","2005-05-31 07:01:27",1050,"4.99",726,5,3
229,"Devil Desire","2005-05-31 07:02:09",1051,"4.99",1025,6,3
466,"Intolerable Intentions","2005-05-31 07:07:03",1052,"4.99",2157,6,5
816,"Snowman Rollercoaster","2005-05-31 07:12:44",1053,"0.99",3734,3,4
346,"Galaxy Sweethearts","2005-05-31 07:33:25",1054,"4.99",1575,4,2
358,"Gilmore Boiled","2005-05-31 07:47:18",1055,"0.99",1639,5,3
349,"Gangs Pride","2005-05-31 07:48:07",1056,"2.99",1591,4,5
111,"Caddyshack Jedi","2005-05-31 07:58:06",1057,"0.99",497,3,6
8,"Airport Pollock","2005-05-31 08:04:17",1058,"4.99",40,6,3
667,"Peach Innocent","2005-05-31 08:20:43",1059,"2.99",3041,3,4
587,"Mod Secretary","2005-05-31 08:21:43",1060,"4.99",2676,6,9
215,"Dawn Pond","2005-05-31 08:27:58",1061,"4.99",965,4,7
481,"Jekyll Frogmen","2005-05-31 08:38:20",1062,"2.99",2223,4,9
545,"Madness Attacks","2005-05-31 08:44:29",1063,"0.99",2484,4,9
518,"Liaisons Sweet","2005-05-31 08:50:07",1064,"4.99",2373,5,2
741,"Roman Punk","2005-05-31 08:54:56",1065,"0.99",3379,7,8
520,"License Weekend","2005-05-31 09:07:33",1066,"2.99",2383,7,9
510,"Lawless Vision","2005-05-31 09:12:13",1067,"4.99",2345,6,1
31,"Apache Divine","2005-05-31 09:32:15",1068,"4.99",150,5,1
672,"Perfect Groove","2005-05-31 09:32:31",1069,"2.99",3057,7,8
696,"Pride Alamo","2005-05-31 09:39:56",1070,"0.99",3170,6,5
103,"Bucket Brotherhood","2005-05-31 09:48:56",1071,"4.99",469,7,2
560,"Mars Roman","2005-05-31 09:52:50",1072,"0.99",2557,6,5
115,"Campus Remember","2005-05-31 09:55:04",1073,"2.99",522,5,7
551,"Maiden Home","2005-05-31 10:04:42",1074,"4.99",2508,3,2
493,"Kane Exorcist","2005-05-31 10:13:34",1075,"0.99",2279,5,9
559,"Married Go","2005-05-31 10:14:31",1076,"2.99",2551,7,5
